base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas,se_perdas_trafos_pct
NEOENERGIA385,TAT01,TAT01_AL006,perda modelada absurda: 3344.9%,3344.898,6.217,-3338.681,32.735,30.6999,9656,53803.3,True,False,False,,,13.8,548,136.57,5,True,0,OK,0.294,0.657,3965,20.7
NEOENERGIA385,TAT03,TAT03_AL034,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.35],3303.78,8.642,-3295.138,25.552,23.3437,2961,38228.0,True,False,False,,,13.8,1531,511.16,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.35],0.094,0.347,10628,9.3
NEOENERGIA385,PEB01,PEB01_AL009,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.34],3266.029,13.918,-3252.111,20.7857,17.8927,4830,23466.0,True,False,False,,,13.8,1525,845.65,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.34],0.042,0.196,11235,8.0
NEOENERGIA385,TAM01,TAM01_AL006,perda modelada absurda: 3229.4%,3229.429,10.839,-3218.59,31.7607,28.318,4060,29793.5,True,False,False,,,13.8,1251,666.59,7,True,0,OK,0.059,0.544,10252,14.2
NEOENERGIA385,IRA01,IRA01_AL007,perda modelada absurda: 3131.1%,3131.072,7.011,-3124.061,45.9055,42.687,1169,44657.8,True,False,False,,,13.8,635,213.58,7,True,0,OK,0.111,0.605,5468,6.3
NEOENERGIA385,ITG00,ITG00_AL010,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.42],3056.704,8.329,-3048.375,22.7275,20.8345,6684,36699.8,True,False,False,,,34.5,3067,1428.05,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.42],0.061,0.351,16417,8.3
NEOENERGIA385,MOG02,MOG02_AL009,modelo quebrado na SE: NAO_CONVERGE[C-API:500],3038.31,7.461,-3030.849,23.9582,22.1707,4974,40722.2,True,False,False,,,13.8,1174,280.19,6,False,0,NAO_CONVERGE[C-API:500],0.438,0.857,7092,28.1
NEOENERGIA385,MOM01,MOM01_AL011,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.30],2901.932,6.171,-2895.761,49.6629,46.5983,6046,47026.2,True,False,False,,,13.8,1415,373.89,9,True,0,TENSAO_IMPLAUSIVEL[C-API:0.30],0.058,0.292,10523,11.6
NEOENERGIA385,ANG01,ANG01_AL004,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.49],2894.07,20.137,-2873.933,9.8314,7.8516,3031,14371.7,True,False,False,,,34.5,2268,1039.37,7,True,0,TENSAO_IMPLAUSIVEL[C-API:0.49],0.061,0.477,11832,6.0
NEOENERGIA385,RIC02,RIC02_AL005,modelo quebrado na SE: NAO_CONVERGE[C-API:500],2868.831,6.098,-2862.733,49.3163,46.3092,2731,47048.5,True,False,False,,,34.5,2309,994.31,14,False,0,NAO_CONVERGE[C-API:500],0.759,0.965,4848,32.2
NEOENERGIA385,UBA01,UBA01_AL032,perda modelada absurda: 2855.7%,2855.655,4.731,-2850.924,12.8797,12.2703,3683,60354.7,True,False,False,,,13.8,1635,344.95,13,True,0,OK,0.059,0.851,9609,9.5
NEOENERGIA385,POP01,POP01_AL007,perda modelada absurda: 2816.7%,2816.729,21.738,-2794.991,10.4562,8.1832,2103,12957.4,True,False,False,,,13.8,814,513.95,4,True,0,OK,0.308,0.499,7579,11.8
NEOENERGIA385,ARU01,ARU01_AL006,perda modelada absurda: 2727.0%,2727.027,17.433,-2709.594,32.2631,26.6388,2601,15643.2,True,False,False,,,13.8,776,194.4,10,True,0,OK,0.527,0.893,7385,11.9
NEOENERGIA385,LAP01,LAP01_AL010,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.28],2653.655,6.261,-2647.394,45.3557,42.5158,6523,42382.0,True,False,False,,,13.8,2150,783.61,6,True,0,TENSAO_IMPLAUSIVEL[C-API:0.28],0.172,0.275,15188,9.2
NEOENERGIA385,LIM04,LIM04_AL032,perda modelada absurda: 2626.7%,2626.669,35.76,-2590.909,21.6885,13.9327,384,7345.3,True,False,False,,,13.8,1504,433.64,9,True,0,OK,0.167,0.786,10865,9.7
NEOENERGIA385,PIE01,PIE01_AL007,perda modelada absurda: 2548.5%,2548.509,26.824,-2521.685,26.1509,19.1361,5799,9500.8,True,False,False,,,13.8,5364,1684.82,10,True,0,OK,0.06,0.584,24171,7.7
NEOENERGIA385,MAC01,MAC01_AL008,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.47],2525.984,4.664,-2521.32,13.3842,12.76,3116,54162.7,True,False,False,,,13.8,1632,977.41,4,True,0,TENSAO_IMPLAUSIVEL[C-API:0.47],0.062,0.439,11391,5.9
NEOENERGIA385,RIO01,RIO01_AL006,medida quase sem perda: 2.62% total medido,2429.445,2.623,-2426.822,8.096,7.8837,1487,92638.2,True,False,False,,,13.8,535,394.44,4,True,0,OK,0.062,0.774,5231,10.7
NEOENERGIA385,JUQ01,JUQ01_AL005,modelo quebrado na SE: TENSAO_IMPLAUSIVEL[C-API:0.26],2403.848,23.0,-2380.848,6.0274,4.6411,2324,10451.7,True,False,False,,,13.8,2378,941.71,5,True,0,TENSAO_IMPLAUSIVEL[C-API:0.26],0.058,0.226,14879,7.3
NEOENERGIA385,AGI01,AGI01_AL005,perda modelada absurda: 2370.2%,2370.175,14.243,-2355.932,19.3721,16.6129,1725,16640.9,True,False,False,,,13.8,1476,687.23,6,True,0,OK,0.061,0.492,10850,10.7
NEOENERGIA385,SAP01,SAP01_AL005,perda modelada absurda: 2316.1%,2316.076,6.54,-2309.536,33.7789,31.5697,1652,35413.1,True,False,False,,,13.8,590,191.42,4,True,0,OK,0.066,0.755,4472,10.5
NEOENERGIA385,PAA22,PAA22_AL020,perda modelada absurda: 2271.3%,2271.274,15.061,-2256.213,14.5844,12.3879,2193,15080.9,True,False,False,,,13.8,1200,428.49,5,True,0,OK,0.315,0.639,7718,19.7
NEOENERGIA385,FRR01,FRR01_AL007,perda modelada absurda: 2261.3%,2261.253,14.536,-2246.717,24.7595,21.1604,2789,15556.0,True,False,False,,,13.8,1286,309.02,12,True,0,OK,0.074,0.74,11214,10.9
NEOENERGIA385,ARN01,ARN01_AL010,perda modelada absurda: 2244.7%,2244.722,33.109,-2211.613,22.172,14.831,4135,6779.7,True,False,False,,,13.8,1458,409.96,7,True,0,OK,0.079,0.69,10440,11.8
