base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto
EQUATORIAL6072,5000933,5010640,a investigar,3.69,3.049,-0.641,7.7026,7.4677,2388,121.0,True,False,False,,,13.8,2092,1142.65,7,True,0,OK
EQUATORIAL6072,5001462,5008499,medida quase sem perda: 2.16% total medido,3.685,2.164,-1.521,24.9558,24.4159,2644,170.3,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5001423,5001937,no limite: modelo 1.12x o total medido,3.665,3.281,-0.384,44.9584,43.4835,9064,111.7,True,False,False,,,13.8,1987,320.79,21,True,0,OK
EQUATORIAL6072,5003829,5008918,no limite: modelo 1.03x o total medido,3.66,3.548,-0.112,21.6149,20.8481,6736,103.2,True,False,False,,,13.8,714,238.5,10,True,0,OK
EQUATORIAL6072,5004006,5010198,no limite: modelo 1.06x o total medido,3.653,3.451,-0.202,29.4991,28.4812,2693,105.9,True,False,False,,,13.8,298,87.72,10,True,0,OK
EQUATORIAL6072,5001423,5010137,no limite: modelo 1.03x o total medido,3.578,3.477,-0.101,24.0983,23.2605,5615,102.9,True,False,False,,,13.8,1987,320.79,21,True,0,OK
EQUATORIAL6072,5001442,5009305,medida quase sem perda: 2.77% total medido,3.573,2.775,-0.798,41.2405,40.0961,6384,128.8,True,False,False,,,13.8,1294,227.05,18,True,0,OK
EQUATORIAL6072,5000876,5000832,no limite: modelo 1.09x o total medido,3.497,3.219,-0.278,13.9104,13.4626,4911,108.6,True,False,False,,,34.5,2067,2132.93,9,True,0,OK
EQUATORIAL6072,5001422,5001928,no limite: modelo 1.10x o total medido,3.471,3.167,-0.304,31.2173,30.2287,10879,109.6,True,False,False,,,13.8,1110,226.84,11,True,0,OK
EQUATORIAL6072,5001078,5009722,no limite: modelo 1.15x o total medido,3.463,3.017,-0.446,36.8118,35.7012,15747,114.8,True,False,False,,,34.5,3871,1818.92,15,True,0,OK
EQUATORIAL6072,5001181,5002288,no limite: modelo 1.10x o total medido,3.438,3.123,-0.315,40.202,38.9465,14616,110.1,True,False,False,,,13.8,2661,2076.87,7,True,0,OK
EQUATORIAL6072,5001006,5007038,medida quase sem perda: 2.64% total medido,3.419,2.643,-0.776,11.5913,11.285,3571,129.4,True,False,False,,,34.5,4237,3870.45,6,True,0,OK
EQUATORIAL6072,5001422,5007101,no limite: modelo 1.03x o total medido,3.373,3.262,-0.111,39.8929,38.5916,11521,103.4,True,False,False,,,13.8,1110,226.84,11,True,0,OK
EQUATORIAL6072,5001462,5002413,medida quase sem perda: 2.79% total medido,3.357,2.789,-0.568,36.4609,35.4441,3002,120.4,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5001011,5001075,medida quase sem perda: 2.08% total medido,3.339,2.078,-1.261,9.283,9.0901,2035,160.7,True,False,False,,,13.8,253,184.79,3,True,0,OK
EQUATORIAL6072,5002144,5006480,no limite: modelo 1.05x o total medido,3.205,3.039,-0.166,38.1336,36.9747,7964,105.5,True,False,False,,,13.8,1253,369.79,12,True,0,OK
EQUATORIAL6072,5001462,5007257,medida quase sem perda: 2.64% total medido,3.18,2.637,-0.543,30.3377,29.5378,4625,120.6,True,False,False,,,13.8,2447,427.78,27,True,0,OK
EQUATORIAL6072,5001422,5001989,no limite: modelo 1.05x o total medido,3.175,3.034,-0.141,34.4689,33.4231,11931,104.6,True,False,False,,,13.8,1110,226.84,11,True,0,OK
EQUATORIAL6072,5001423,5001938,medida quase sem perda: 2.54% total medido,3.167,2.535,-0.632,24.3373,23.7205,3372,124.9,True,False,False,,,13.8,1987,320.79,21,True,0,OK
EQUATORIAL6072,5001139,5001338,medida quase sem perda: 2.54% total medido,3.119,2.537,-0.582,38.3633,37.3898,8447,122.9,True,False,False,,,13.8,2357,1628.57,9,True,0,OK
EQUATORIAL6072,5001193,5004936,medida quase sem perda: 2.03% total medido,3.051,2.033,-1.018,25.7293,25.2064,7873,150.1,True,False,False,,,34.5,3055,1649.64,6,True,0,OK
EQUATORIAL6072,5001442,5009304,no limite: modelo 1.19x o total medido,2.969,2.49,-0.479,45.037,43.9157,9262,119.3,True,False,False,,,13.8,1294,227.05,18,True,0,OK
EQUATORIAL6072,5001008,5009822,no limite: modelo 1.05x o total medido,2.963,2.814,-0.149,20.7686,20.1842,4094,105.3,True,False,False,,,13.8,1473,485.66,12,True,0,OK
EQUATORIAL6072,5001078,5009723,no limite: modelo 1.14x o total medido,2.899,2.539,-0.36,16.6615,16.2384,7165,114.2,True,False,False,,,34.5,3871,1818.92,15,True,0,OK
EQUATORIAL6072,5001463,5002005,medida quase sem perda: 2.13% total medido,2.828,2.134,-0.694,26.3528,25.7905,3991,132.5,True,False,False,,,13.8,1259,126.95,18,True,0,OK
EQUATORIAL6072,5002144,5003854,no limite: modelo 1.11x o total medido,2.281,2.054,-0.227,36.0059,35.2664,7652,111.1,True,False,False,,,13.8,1253,369.79,12,True,0,OK
