base,sub,ctmt,motivo,pct_tecnica_modelo,pct_total_medido,pct_nao_tecnica_implicita,GWh_injetado,GWh_faturado,ucs,cobertura,viola_limite,medida_degenerada,faturado_maior_que_injetado,declarado_pct,razao_vs_declarado,se_kv_mt,se_trafos,se_km_MT,se_alimentadores,se_convergiu,se_nos_nan,se_veredicto,se_V_MT_min,se_V_MT_mediana,se_barras_criticas
CEEE_EQUAT5707,RIN,RINRIN12,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.766,4.654,-0.112,7.5674,7.2152,2484,102.4,True,False,False,,,23,814,178.14,7,False,0,NAO_CONVERGE[C-API:500],0.915,0.934,1005
CEEE_EQUAT5707,PL2,PL2PL212,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.736,2.316,-2.42,11.8779,11.6028,3140,204.5,True,False,False,,,13.8,1077,158.99,12,False,0,NAO_CONVERGE[C-API:500],0.983,0.986,0
CEEE_EQUAT5707,BG2,BG2BG206,medida quase sem perda: 2.30% total medido,4.715,2.302,-2.413,14.4112,14.0793,5737,204.8,True,False,False,,,23,2938,2727.85,9,True,0,OK,0.956,0.999,0
CEEE_EQUAT5707,P13,P13P1314,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.71,2.294,-2.416,32.1184,31.3815,7255,205.3,True,False,False,,,13.8,1434,194.16,14,False,0,NAO_CONVERGE[C-API:500],0.975,0.988,0
CEEE_EQUAT5707,ATS,ATSATS06,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.701,4.547,-0.154,12.1333,11.5816,3072,103.4,True,False,False,,,13.8,749,158.06,6,False,0,NAO_CONVERGE[C-API:500],0.961,0.976,0
CEEE_EQUAT5707,CGU,CGUCGU10,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.671,2.455,-2.216,29.3159,28.5963,8703,190.3,True,False,False,,,23,6611,3943.78,6,False,0,NAO_CONVERGE[C-API:500],0.236,0.984,1073
CEEE_EQUAT5707,DFE,DFEDFE03,a investigar,4.667,3.595,-1.072,9.3872,9.0497,3140,129.8,True,False,False,,,23,2993,1425.28,4,True,0,OK,0.189,0.978,834
CEEE_EQUAT5707,BG1,BG1BG103,modelo quebrado na SE: NAO_CONVERGE[C-API:500],4.648,2.493,-2.155,23.1242,22.5478,6748,186.5,True,False,False,,,23,681,212.77,6,False,0,NAO_CONVERGE[C-API:500],0.931,0.954,1
CEEE_EQUAT5707,GU1,GU1GU111,a investigar,4.638,3.264,-1.374,26.6254,25.7563,8863,142.1,True,False,False,,,23,2254,973.27,9,True,0,OK,0.836,0.926,15953
CEEE_EQUAT5707,GU1,GU1GU101,medida quase sem perda: 2.51% total medido,4.628,2.513,-2.115,40.3546,39.3405,9927,184.2,True,False,False,,,23,2254,973.27,9,True,0,OK,0.836,0.926,15953
